Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Pct Change,Pct Change,Pct Change,Pct Change,Pct Change,MA_5,MA_20,MA_50,MA_5,MA_20,MA_50,MA_5,MA_20,MA_50,MA_5,MA_20,MA_50,MA_5,MA_20,MA_50,Volatility,Volatility,Volatility,Volatility,Volatility,Volume MA,Volume Spike,Volume MA,Volume Spike,Volume MA,Volume Spike,Volume MA,Volume Spike,Volume MA,Volume Spike
Ticker,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,MSFT,GOOGL,AMZN,NVDA,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,NVDA,NVDA,NVDA,AAPL,MSFT,GOOGL,AMZN,NVDA,AAPL,AAPL,MSFT,MSFT,GOOGL,GOOGL,AMZN,AMZN,NVDA,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-14 00:00:00+00:00,42.19572448730469,79.55000305175781,57.302608489990234,87.53626251220703,6.155531406402588,44.61000061035156,79.55000305175781,57.44449996948242,93.8499984741211,6.218500137329102,45.130001068115234,80.3219985961914,57.987998962402344,95.41000366210938,6.263750076293945,44.45249938964844,79.54450225830078,57.11750030517578,93.5,6.1554999351501465,45.08000183105469,79.8499984741211,57.290000915527344,95.12000274658203,6.236249923706055,117473600,85188000,41870000,32132000,505496000,-0.008501372196749069,-0.0059318049928530625,0.007877820117292433,0.001775698923243585,0.004158022270552175,42.42509765625,41.571085166931155,40.6600074005127,88.79544830322266,87.28350067138672,85.021123046875,57.30759735107422,55.59039936065674,55.746163558959964,79.0832015991211,75.88190040588378,70.40240013122559,6.101187801361084,6.020204997062683,5.786738786697388,0.01909453890636398,0.020656649398836158,0.02260652789726552,0.019661983315342347,0.03047151906417195,140684940.0,False,29417610.0,False,38223800.0,False,104198000.0,False,624885400.0,False
2018-03-15 00:00:00+00:00,42.245384216308594,79.11599731445312,57.38839340209961,87.84407043457031,6.170379638671875,44.662498474121094,79.11599731445312,57.53049850463867,94.18000030517578,6.233500003814697,45.060001373291016,79.84549713134766,58.125,94.58000183105469,6.315499782562256,44.51750183105469,78.90550231933594,56.78300094604492,92.83000183105469,6.190999984741211,44.625,79.75,57.47850036621094,93.52999877929688,6.232250213623047,90975200,81394000,33382000,27611000,401952000,0.0011768900666428994,0.003516347551625998,0.0014970507341627304,-0.005455760159082668,0.0024121771605036813,42.50597152709961,41.704454803466795,40.693536605834964,88.74881286621094,87.44066505432129,85.18214614868164,57.519371795654294,55.78469314575195,55.823372268676756,79.38780059814454,76.21007537841797,70.79571006774903,6.141574382781982,6.0301902294158936,5.811541938781739,0.019096068507253997,0.020175675681726565,0.0225928559319966,0.019700431325141102,0.030396628406075283,137104720.0,False,29050115.0,False,37827700.0,False,102308500.0,False,607733600.0,False
2018-03-16 00:00:00+00:00,42.096397399902344,78.58399963378906,56.58089828491211,88.23582458496094,6.198591232299805,44.505001068115234,78.58399963378906,56.72100067138672,94.5999984741211,6.26200008392334,44.779998779296875,79.47200012207031,57.84049987792969,95.37999725341797,6.28125,44.404998779296875,78.375,56.56800079345703,93.91999816894531,6.211999893188477,44.662498474121094,79.17250061035156,57.76750183105469,94.68000030517578,6.25,157618800,108500000,58656000,49081300,399456000,-0.0035267004708346983,0.004459653889586246,-0.014070704358800867,-0.006724274466889391,0.004572100142934188,42.41327590942383,41.76392707824707,40.724227294921874,88.38691558837891,87.53113975524903,85.34357742309571,57.25582427978516,55.89207725524902,55.866166305541995,79.31569976806641,76.48487548828125,71.16319007873535,6.167063617706299,6.035304307937622,5.830419807434082,0.01912749550758296,0.020133726657142498,0.022725193449025478,0.01788885007568735,0.030102315475669973,134756220.0,False,30112985.0,True,38890700.0,True,102080800.0,False,592761400.0,False
2018-03-19 00:00:00+00:00,41.45320510864258,77.24649810791016,54.867637634277344,86.6408462524414,5.963991165161133,43.82500076293945,77.24649810791016,55.003501892089844,92.88999938964844,6.025000095367432,44.36750030517578,78.08300018310547,55.96849822998047,93.9000015258789,6.233749866485596,43.415000915527344,76.26750183105469,54.44599914550781,92.11000061035156,5.925000190734863,44.33000183105469,77.72650146484375,55.88800048828125,93.73999786376953,6.204500198364258,133787200,131616000,63656000,33344100,713772000,-0.015279034097612776,-0.018076312427768526,-0.03027984182943988,-0.01702002356856136,-0.03784732019692005,42.10964660644531,41.79786071777344,40.73828590393067,87.66312255859376,87.57264442443848,85.45899810791016,56.59885101318359,55.90347385406494,55.870465698242185,78.78109893798828,76.7254753112793,71.49853004455566,6.12370719909668,6.031977653503418,5.844051694869995,0.017425389613634712,0.01980952793468851,0.021284818597139637,0.01767900606659549,0.030455134541591995,133410360.0,False,30250345.0,False,40076100.0,True,104189000.0,False,596567200.0,False
2018-03-20 00:00:00+00:00,41.43901824951172,79.32550048828125,54.654666900634766,86.86470031738281,6.176320552825928,43.810001373291016,79.32550048828125,54.790000915527344,93.12999725341797,6.239500045776367,44.20000076293945,79.3499984741211,55.27750015258789,93.7699966430664,6.278749942779541,43.73500061035156,77.27050018310547,54.12099838256836,93.0,6.0279998779296875,43.810001373291016,77.51699829101562,54.91999816894531,93.05000305175781,6.0279998779296875,78597600,91632000,54598000,23075200,554696000,-0.0003422379305454415,0.0025837012751372956,-0.0038815364179179968,0.02691387223103381,0.03560189507072464,41.885945892333986,41.837942123413086,40.74278160095215,87.4243408203125,87.59176445007324,85.55884307861328,56.15884094238281,55.884046936035155,55.85601150512695,78.76439971923828,77.02087516784668,71.85590003967285,6.132962799072265,6.032787799835205,5.861034851074219,0.01661151739358238,0.018157561104548022,0.019061307428458896,0.01722828841155834,0.026333647303594204,130554140.0,False,29858520.0,False,41118300.0,False,102271400.0,False,589990000.0,False
2018-03-21 00:00:00+00:00,40.50021743774414,79.09300231933594,54.56489181518555,86.25843811035156,6.1510772705078125,42.817501068115234,79.09300231933594,54.70000076293945,92.4800033569336,6.214000225067139,43.772499084472656,79.5,55.435001373291016,94.05000305175781,6.300000190734863,42.814998626708984,78.15850067138672,54.36050033569336,92.20999908447266,6.1832499504089355,43.7599983215332,79.32250213623047,54.628501892089844,92.93000030517578,6.232999801635742,148219600,95016000,44898000,24457100,438688000,-0.022654996460458876,-0.006979385237226521,-0.001642587733860612,-0.0029309385697435797,-0.004087106895150572,41.546844482421875,41.84030609130859,40.73156326293945,87.16877593994141,87.637935256958,85.64489196777343,55.611297607421875,55.83479404449463,55.835851516723636,78.67299957275391,77.26822509765626,72.19089012145996,6.1320719718933105,6.041696643829345,5.87424861907959,0.01570448838976046,0.0169266993057943,0.018704997692200884,0.016069610034983466,0.02462075684442815,130470800.0,False,29735250.0,False,41288900.0,False,100717800.0,False,567309800.0,False
2018-03-22 00:00:00+00:00,39.927978515625,77.24600219726562,52.527435302734375,83.74939727783203,5.985027313232422,42.212501525878906,77.24600219726562,52.657501220703125,89.79000091552734,6.046249866485596,43.16999816894531,78.69249725341797,54.19599914550781,91.75,6.197000026702881,42.150001525878906,77.12000274658203,52.481998443603516,89.66000366210938,6.008500099182129,42.5,78.27349853515625,54.0004997253418,91.2699966430664,6.150000095367432,165963200,126412000,69312000,38604700,551196000,-0.01412928024395843,-0.029087482772522266,-0.0373400632654447,-0.023352257063312565,-0.02699526440214628,41.08336334228515,41.79715061187744,40.70899398803711,86.34984130859375,87.54746017456054,85.68187393188477,54.63910598754883,55.69326953887939,55.77635887145996,78.2990005493164,77.41717529296875,72.48311019897461,6.09500150680542,6.041325473785401,5.884171075820923,0.015385010070154156,0.017431061680016544,0.019325391718743947,0.016337742436668662,0.025148281094290795,132570580.0,False,30445845.0,False,43354000.0,True,102180300.0,False,568151400.0,False
2018-03-23 00:00:00+00:00,39.00337600708008,74.77799987792969,51.20071792602539,81.31500244140625,5.765273571014404,41.23500061035156,74.77799987792969,51.32749938964844,87.18000030517578,5.824250221252441,42.47999954223633,77.45099639892578,53.3390007019043,90.45999908447266,6.0625,41.23500061035156,74.76799774169922,51.243499755859375,87.08000183105469,5.813000202178955,42.09749984741211,76.95050048828125,52.56850051879883,89.5,6.059999942779541,164115200,160120000,49880000,44068900,735620000,-0.02315675731450062,-0.02906761022231441,-0.02525760812540412,-0.03194990354365934,-0.036717249682747366,40.464759063720706,41.672294235229494,40.66812103271484,84.9656768798828,87.22660331726074,85.67759506225586,53.563069915771486,55.44004650115967,55.69297538757324,77.53780059814453,77.40607528686523,72.72434020996094,6.00833797454834,6.02528944015503,5.888837776184082,0.015113403342645628,0.015523235322762612,0.01801176899464107,0.014943626097981368,0.024352425931916766,134013860.0,False,31332830.0,False,44583400.0,False,105768200.0,True,584167400.0,False
